"","Condition","condition","1","2","3","5","6","7","8","9","11","12","13","14"
"5HTR","Condition","5HTR",-0.639270973716805,-Inf,-0.873736227353827,-1.72173313390878,0.747752149392443,-1.44662589577441,-Inf,0.62164338024262,0.720271412970336,1.86322936681238,0.545679712435591,-1.51759241712855
"ADF/Cofilin","Condition","ADF/Cofilin",0.67606955220149,-Inf,0.289413854292469,-0.738967947077354,-0.632052743160842,-0.179540538463335,-Inf,0.193917857064109,0.232687427228684,-0.575469214794475,0.0683869749802501,-0.0190758662700893
"Arhgef8","Condition","Arhgef8",0.118482586948941,-Inf,0.484132059265622,1.26703393759869,0.484132059265622,-0.698071271955128,-Inf,-0.338990178650299,-1.31792856312247,-Inf,-1.20774564537205,0.0552887604617472
"BMP","Condition","BMP",-Inf,-Inf,-1.33567970766556,-3.18867729527888,-Inf,-0.299153831640446,-Inf,1.00570074988798,1.15054883947024,2.04764893188595,0.333541279864812,-1.97953589744028
"Col9a1","Condition","Col9a1",0.48797688535231,-Inf,-0.755477151511967,-0.00450469935188193,0.84751927203945,0.692796677240808,-Inf,0.723690685186592,0.820552224439181,-Inf,-1.82970173653369,-1.39610382734812
"Daam","Condition","Daam",0.281626730162792,3.15609584807893,0.0406186306589971,-1.4188129879783,-0.98686210576311,-0.116922646327483,-Inf,0.525120949600941,0.724250061113535,0.0972021590253647,0.0883512414430987,-0.885380787897226
"Ddr","Condition","Ddr",0.274082232733604,-Inf,0.633624619420745,-1.81338060851673,0.633624619420745,0.478902024622102,-Inf,0.509796032567886,-1.73648700897658,-Inf,0.295455883526171,0.407348763597068
"Depdc","Condition","Depdc",-0.426657513739914,-Inf,0.423595366755404,0.477874182307363,-1.44902532676837,-0.37307647353507,-Inf,-0.964523007826425,-1.80928154031483,0.312814936036867,-0.342766639377811,1.30799791973909
"Dync2h","Condition","Dync2h",0.608687535629274,-Inf,-0.235661593910532,0.103617835487957,-0.659801300296629,-0.814523895095271,-Inf,-0.186122133109217,0.735135870870212,-Inf,0.295529650369643,-1.30692027708035
"EPB4.1","Condition","EPB4.1",1.04023392480268,-Inf,-Inf,-0.0422282353892976,-Inf,0.232879002745071,-Inf,1.604134809996,-Inf,-Inf,-1.27744469708333,0.75265733470609
"Eph","Condition","Eph",-0.361086778865005,-Inf,-0.874347814231972,-0.435633732230059,0.454488649997568,0.290989917714688,-Inf,0.506718608770125,0.0815365520857385,2.02795551188089,-0.443028392401181,0.215701790410451
"Ets","Condition","Ets",-0.136355947095852,-Inf,0.107038745244821,-0.778677827259288,0.242155676157878,0.71608686449029,-Inf,0.111224806331429,0.289644601939197,0.301049365211446,0.101234791850208,-0.43591622895476
"Farp","Condition","Farp",0.63697945848877,-Inf,-0.207369671051035,0.289056155068463,0.395971358984976,-0.188991141736181,-Inf,-0.427150878930945,0.368490622562868,0.452554887351343,-0.47561236788759,-0.0328719398188988
"Fgfr","Condition","Fgfr",0.50702636377641,-Inf,1.07152476193785,-1.43795953421911,-0.188119054695169,-0.624218169501843,2.31438128583401,-1.62421816950184,0.302976522561765,-Inf,0.681643060543444,-0.188119054695169
"Foxf","Condition","Foxf",-0.937222595810657,-Inf,-1.17491415352999,1.48501040487239,-Inf,0.504375729739322,-Inf,0.354079535045942,-0.756490839411762,-Inf,-1.66987519710578,-0.071560495192541
"FZD","Condition","FZD",-1.12756256111402,-Inf,-0.343880468040781,-1.62004414581821,0.25946056199523,-0.922742769225519,-Inf,0.611976976716016,0.231979825573123,0.316044090361598,0.881398306457605,-0.994296030250553
"Gata","Condition","Gata",-Inf,4.52932780174834,-0.774452946428765,0.524033502078825,0.885471611973613,-0.328653193379235,-Inf,0.435351653539324,0.0753713131771913,-Inf,0.281400288304752,-1.84571162959859
"Gna-L/S","Condition","Gna-L/S",-1.04712237738513,3.45537796314405,-2.29057641424941,-0.296962856909069,-0.68757999069799,0.516778507808197,-Inf,-0.483221492191803,0.455377963144053,-Inf,0.792412950421624,-0.586098672832106
"Gna12/13","Condition","Gna12/13",-1.10121445402854,-Inf,0.0135557332175379,0.178893465164198,-0.741672067341397,-1.90856937608614,3.40128588650065,0.335994426248927,0.532291898650657,-Inf,0.444875155048329,-1.97953589744028
"NDE","Condition","NDE",1.83721706780171,-Inf,-1.47133199728446,1.19489518763827,0.131664426266963,-1.03523288247778,4.27462238010901,-Inf,-0.642915459699021,-Inf,-0.206504309627611,-0.0946114295567134
"Paxillin","Condition","Paxillin",0.410921390806612,-Inf,1.03119076026372,-0.231400489356824,0.789433014060342,0.420465163477483,-Inf,-0.820952083540721,-0.294631250728133,0.84832670311391,-0.611104915523387,0.23286211399541
"Rab5","Condition","Rab5",-1.01934368698377,-Inf,1.28914603357879,-0.071432198132223,0.367679436125479,0.544557198209558,-Inf,0.0425840621594332,-2.02463798665328,0.424262964491846,-1.32419826851219,0.746191059379208
"Rabep","Condition","Rabep",-Inf,-Inf,0.332310113414483,0.0742937823473142,0.926317753738646,-0.240579555006098,-Inf,-1.21612651128156,0.151737867772663,-Inf,-Inf,1.52495519135688
"Rho","Condition","Rho",1.2864478155058,-Inf,-2.89762767427955,0.515751364027039,2.1113611089477,0.808798338927273,-Inf,0.217351804635918,-0.15167329688609,-Inf,-0.941750227511858,-0.924262800783017
"Rock","Condition","Rock",0.942739568916965,-Inf,-1.32208811873988,1.34413906618285,-Inf,1.15084776424717,-Inf,-1.86153596020867,-2.08920332358579,-Inf,-2.39631270376161,0.879545742429771
