Column1
1
1
5
14
1
5
1
1
1
12
1
1
1
14
5
1
14
14
1
12
1
5
5
1
5
1
14
1
1
1
1
1
1
1
1
14
1
14
14
14
14
14
1
1
1
1
14
1
14
1
1
12
14
14
1
5
14
14
14
1
1
5
14
1
14
1
1
1
1
1
1
5
14
1
14
14
12
1
1
5
1
14
14
14
1
1
1
1
1
1
14
14
12
14
5
1
1
14
14
14
1
1
5
1
1
1
1
1
1
1
1
1
1
5
14
1
5
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
5
1
5
1
1
1
1
1
1
1
1
1
1
1
1
1
1
14
1
1
1
5
14
14
1
12
5
1
1
14
1
5
1
5
1
1
14
5
1
1
12
1
1
12
1
14
12
14
1
1
14
14
5
1
1
5
1
5
14
14
14
1
1
12
5
14
1
1
1
14
14
12
1
14
1
1
1
1
1
14
1
1
1
12
14
1
5
14
1
1
1
1
5
1
1
1
1
5
1
1
14
1
1
1
14
1
14
1
1
1
5
1
14
14
1
14
1
12
1
14
14
14
1
14
1
1
5
12
5
1
1
1
14
5
14
1
14
14
14
14
12
14
5
14
1
14
14
1
1
14
1
14
14
14
1
1
5
5
5
1
1
12
1
5
14
1
1
14
14
12
1
12
14
1
1
5
1
14
1
1
12
1
5
14
1
14
1
1
1
1
1
5
1
1
14
1
1
1
1
5
1
14
1
14
14
14
14
1
1
1
1
1
1
5
1
1
1
5
1
1
1
12
5
1
1
14
1
1
1
1
5
5
14
1
1
1
5
1
1
1
5
1
5
5
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
12
12
5
1
1
1
1
1
1
1
12
1
1
5
1
1
1
1
5
1
1
1
1
1
1
1
1
1
1
12
1
1
1
1
1
1
5
1
1
1
1
12
1
1
1
14
1
1
1
12
1
1
1
1
1
1
1
1
1
5
1
5
1
1
1
1
1
14
1
1
1
1
1
1
1
1
14
12
1
14
1
1
1
5
1
14
12
14
1
1
1
1
1
1
1
1
1
1
14
14
1
1
1
1
12
1
1
1
1
14
1
1
1
1
1
5
14
14
14
14
14
1
14
1
1
14
1
1
14
14
5
14
1
1
1
5
14
1
1
1
14
14
1
1
14
5
12
1
12
14
1
14
1
5
1
1
5
14
1
1
14
1
1
1
1
12
1
5
1
14
5
1
1
1
1
1
1
12
5
5
14
14
1
1
1
1
1
1
5
14
1
1
1
5
1
1
1
1
14
1
1
1
1
5
5
5
1
1
1
1
5
1
1
1
5
1
1
1
1
5
1
1
1
1
1
1
1
1
1
1
1
1
1
14
1
1
14
1
1
1
14
1
5
14
1
14
1
5
1
1
1
1
1
5
1
1
1
1
1
1
14
1
1
1
1
14
1
1
14
1
14
1
14
1
12
5
14
1
5
1
14
14
14
1
14
12
1
14
14
1
1
12
1
14
1
1
14
14
14
14
1
14
14
14
1
1
5
12
1
1
14
1
12
5
1
14
1
1
14
14
14
1
1
1
14
14
1
1
14
1
1
12
12
1
5
1
1
14
1
5
1
14
14
1
1
1
14
14
1
1
1
1
12
14
1
1
1
1
5
1
1
1
1
5
5
1
14
14
1
