Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
0.69267917,0.02700076,0.033236474,0.027192984,0.0034319744,0.027263217,0.0236337,0.029647395,0.024166413,0.024370495,0.021561144,0.032863166,0.03103107,0.0019221123
0.6076619,0.034109466,0.042113233,0.03454052,0.0055663493,0.034774147,0.029796178,0.03761995,0.030595405,0.030902334,0.027539607,0.04200429,0.03971777,0.0030588103
0.038679294,0.06504606,0.0783949,0.06686924,0.1090738,0.06862229,0.05817303,0.072403416,0.059904497,0.06070623,0.05949602,0.08138904,0.078119285,0.10312287
0.010338608,0.049497228,0.057765327,0.05049318,0.1628134,0.05215185,0.045561858,0.05464724,0.046295837,0.046642702,0.047968857,0.0602593,0.058207326,0.25735727
0.12421155,0.06826019,0.08424761,0.07041282,0.054771755,0.07187979,0.05990969,0.076407135,0.0620611,0.0631691,0.0594059,0.08687024,0.082924284,0.035468843
0.058700893,0.0677302,0.082428,0.06976132,0.08892057,0.071438834,0.06008412,0.07557739,0.062060606,0.06300496,0.060803175,0.08539153,0.08179433,0.07230408
0.3563944,0.054030553,0.06714193,0.055377103,0.017756943,0.056189265,0.04709921,0.06022191,0.04869465,0.049465094,0.044967473,0.06821656,0.064775676,0.009669316
0.24755643,0.06173712,0.076725855,0.0635221,0.028799724,0.06461466,0.05386709,0.06903169,0.055784654,0.05676797,0.0521981,0.07846818,0.07466502,0.016261512
0.09099371,0.0688045,0.08447555,0.07095946,0.068359956,0.072538845,0.060632613,0.07694846,0.06275606,0.06382518,0.06066639,0.08731675,0.08346819,0.048254285
0.08426872,0.06876057,0.084300645,0.070903584,0.07185762,0.0725053,0.060660727,0.076875314,0.06276647,0.06381914,0.060821913,0.08717827,0.08336537,0.05191631
0.33105713,0.05590323,0.069488116,0.05735272,0.019828683,0.058227327,0.048733503,0.062361777,0.050407257,0.051229138,0.046679094,0.070708,0.06717255,0.010851421
0.56581575,0.03755204,0.046429608,0.038116585,0.0068875165,0.0384371,0.032780193,0.041500397,0.033711948,0.034082614,0.030472295,0.0464773,0.04397786,0.0037587355
0.23452652,0.0625837,0.07776063,0.06441884,0.030606538,0.065546304,0.05462005,0.06999854,0.056572597,0.05757812,0.053032164,0.07958858,0.07575212,0.017415358
0.025167255,0.060937,0.07267869,0.06249083,0.1292551,0.06425547,0.05497494,0.06762999,0.056399785,0.057033863,0.056773957,0.07556158,0.072678156,0.14416339
0.044877302,0.06616197,0.080019444,0.068068065,0.10187338,0.069806606,0.059004392,0.07371823,0.060828768,0.061687574,0.06013462,0.08302963,0.07963659,0.09115338
0.5557373,0.038374662,0.047460917,0.038972385,0.007235873,0.039316032,0.03349437,0.042428903,0.034458335,0.034845676,0.031179463,0.047551677,0.045001253,0.003943196
0.005811547,0.041257095,0.04751726,0.041951843,0.17513978,0.04344159,0.03846421,0.045416422,0.038828,0.0390319,0.04096161,0.04967307,0.04809866,0.34440705
0.020461455,0.058552925,0.069475986,0.059975605,0.13829373,0.061740793,0.053078376,0.064907655,0.054336447,0.05490194,0.05508306,0.0723024,0.06961622,0.16727342
0.4834569,0.044202022,0.05478731,0.045054693,0.010156937,0.04555847,0.038548596,0.049028527,0.039742563,0.040258177,0.03621903,0.0551928,0.052296083,0.0054978826
0.08489032,0.06877357,0.08433907,0.070917666,0.07154721,0.072504796,0.06065026,0.07688758,0.06276083,0.06381028,0.060782358,0.08718994,0.083373986,0.05157224
0.15767632,0.066945024,0.082892954,0.06903272,0.045091037,0.070390694,0.058605473,0.0749493,0.06072517,0.06182736,0.057682224,0.08527196,0.08131178,0.027598003
0.054802485,0.06738831,0.08188315,0.06939032,0.09222126,0.0710861,0.059859853,0.07516846,0.061801065,0.06272459,0.06068897,0.08486521,0.08131719,0.076803066
0.035206534,0.06425041,0.07725904,0.06601932,0.11358589,0.06778371,0.05757523,0.0714768,0.059241574,0.060009666,0.059021346,0.08024646,0.07705898,0.111265145
0.625449,0.03263465,0.04026723,0.033011895,0.0050629345,0.033209726,0.02851768,0.035961274,0.029260779,0.029542997,0.026290655,0.040096615,0.037902724,0.0027917814
0.03776465,0.06485513,0.07812409,0.06666233,0.11024299,0.06841022,0.05801832,0.07217305,0.059737336,0.06052547,0.05935932,0.08110025,0.07785021,0.105176575
0.4904138,0.04364625,0.054084513,0.044472747,0.009838273,0.04496396,0.038068663,0.04839658,0.03924112,0.039744064,0.03574016,0.05446451,0.051598344,0.005326972
0.016330952,0.055734567,0.065766685,0.05700893,0.14741305,0.058748484,0.050771352,0.061691523,0.05185384,0.052338433,0.05293911,0.06848798,0.066014245,0.1949009
0.2867598,0.05907256,0.073435105,0.060701586,0.02409942,0.061693113,0.05151604,0.065985404,0.053322308,0.05423347,0.04964256,0.07493098,0.0712426,0.013365057
0.5097295,0.04209855,0.052137055,0.042855036,0.009000933,0.043303747,0.03672686,0.046641417,0.037837673,0.038305458,0.034397226,0.05243103,0.049655296,0.0048803766
0.11086465,0.068605326,0.08453188,0.07076913,0.05963614,0.0722709,0.060285248,0.076772675,0.062436286,0.063532464,0.059966885,0.08722723,0.08330878,0.039792407
0.19497561,0.06499348,0.08065849,0.06697106,0.03709008,0.0682078,0.0567865,0.07274319,0.058836494,0.05990003,0.055491492,0.08275435,0.0788362,0.02175526
0.15844882,0.06691094,0.08285982,0.068996884,0.04490965,0.07034781,0.058567215,0.07491032,0.06068669,0.061786886,0.057629805,0.08522454,0.0812654,0.027455298
0.3180504,0.056847516,0.07066413,0.058349516,0.020985402,0.059260756,0.0495633,0.06344054,0.051276773,0.052125715,0.047559444,0.07196914,0.06838563,0.011521686
0.11511173,0.06851311,0.08447321,0.07067494,0.058025423,0.072158605,0.06017147,0.076675795,0.062324874,0.063423574,0.059783082,0.08713291,0.08320496,0.038326282
0.38988712,0.05150572,0.06397866,0.05271893,0.015360162,0.05344187,0.044893455,0.05734131,0.046383936,0.047084395,0.042673513,0.064853854,0.06154897,0.008328061
0.030127184,0.06280116,0.07523193,0.0644732,0.12096937,0.06624328,0.05645352,0.06979061,0.058009423,0.058716748,0.05807664,0.07818106,0.075132854,0.12579292
0.09152208,0.06880827,0.08449609,0.070964016,0.06811147,0.07253441,0.060622793,0.07695243,0.062748484,0.063816324,0.06063696,0.087320246,0.083469786,0.047996614
0.013141668,0.052837986,0.06201916,0.05397608,0.15529735,0.055682722,0.048369788,0.058410436,0.04928372,0.04969886,0.05066872,0.06463648,0.062365983,0.22361106
0.023212012,0.060028102,0.07144821,0.06153372,0.1328427,0.06330625,0.054266866,0.06659773,0.055623505,0.056235038,0.056161806,0.074324235,0.07151902,0.15290071
0.005763822,0.04113963,0.0473734,0.041830745,0.17525668,0.043317858,0.03836196,0.045285758,0.03872098,0.038923323,0.040859673,0.04952459,0.04795655,0.34568506
0.0073543047,0.044628188,0.051672533,0.04543765,0.17110717,0.04700293,0.04139252,0.049183104,0.041896563,0.04215398,0.043876898,0.05396898,0.052208122,0.30811715
0.020930288,0.058822207,0.06983372,0.060261056,0.13732874,0.06203015,0.05330029,0.065218635,0.054574873,0.05515027,0.055290718,0.07267446,0.06996749,0.16461712
0.15695976,0.06698155,0.08294056,0.06907145,0.045283463,0.07042447,0.05863148,0.07498931,0.06075351,0.06185387,0.057707243,0.08531109,0.08135192,0.027740277
0.71747637,0.024899743,0.03062457,0.025031816,0.0029277273,0.025058324,0.021811903,0.02730236,0.022267837,0.02245016,0.019813722,0.030189486,0.028495423,0.0016506283
0.60874546,0.034019504,0.041999757,0.034447066,0.0055342335,0.034679364,0.0297188,0.037518404,0.030514771,0.030820267,0.027464708,0.041888706,0.039607335,0.0030417119
0.2202283,0.06348461,0.07885088,0.06537278,0.03275791,0.06654165,0.055427425,0.07102586,0.057417,0.0584458,0.05393963,0.08077925,0.07690878,0.018819993
0.029391594,0.06255406,0.07488921,0.06421169,0.12211728,0.06598549,0.0562657,0.069507875,0.057801742,0.05850176,0.05792146,0.0778383,0.07481328,0.12820059
0.11551324,0.06850066,0.08445658,0.0706621,0.05786331,0.072150856,0.060165495,0.076664016,0.062317945,0.06341897,0.059779316,0.08712569,0.083196335,0.03818554
0.019390557,0.057898633,0.06860768,0.05928784,0.1405423,0.061051607,0.0525527,0.06416398,0.053766876,0.054315392,0.05460694,0.071418196,0.0687838,0.17361352
0.19196568,0.065163076,0.080852546,0.06714956,0.037649505,0.06840051,0.056946106,0.07293538,0.05900246,0.060070932,0.055682942,0.08297932,0.07905484,0.022147149
0.46778414,0.045447156,0.056356844,0.04635853,0.010903131,0.046895742,0.039627325,0.05044335,0.040870894,0.041415885,0.037303057,0.05683161,0.053864166,0.0058982167
0.082041554,0.068732664,0.08422891,0.07087046,0.07310111,0.072473384,0.060652964,0.07683304,0.06275259,0.063796714,0.060849592,0.08710619,0.08330696,0.053253908
0.011565959,0.05107666,0.05976833,0.052134532,0.15945727,0.05381222,0.046884853,0.056416005,0.047705214,0.048078418,0.049235355,0.062310446,0.060155388,0.2413994
0.03261351,0.06355977,0.07628808,0.065281406,0.11723169,0.06704874,0.05704262,0.07067127,0.058655575,0.059393503,0.05857644,0.079256676,0.07613681,0.11824395
0.10699159,0.068677165,0.08456991,0.070842005,0.061181076,0.07235711,0.0603761,0.076845504,0.06252484,0.06361688,0.060119968,0.08729206,0.08338408,0.04122175
0.055821072,0.067485325,0.08203752,0.06949508,0.09134013,0.07118369,0.059921533,0.07528271,0.061873063,0.062801205,0.06071788,0.08501046,0.081448875,0.07558145
0.027364397,0.061823964,0.073885106,0.06343596,0.12542586,0.065211415,0.055693362,0.068664595,0.05717588,0.05784918,0.057426136,0.07681495,0.07385587,0.13537331
0.00311786,0.03271706,0.037185702,0.03316557,0.17929755,0.0344278,0.030906482,0.035919588,0.030982064,0.031072589,0.033306777,0.03896889,0.037820294,0.44111174
0.0013829259,0.02315973,0.025913127,0.023401195,0.17299166,0.024357423,0.022233417,0.025357887,0.02209893,0.022093497,0.024331937,0.02725551,0.026519557,0.55890316
0.12497062,0.06823667,0.084225565,0.07038832,0.054514583,0.071853556,0.059885647,0.076381736,0.0620367,0.063145235,0.05937212,0.08684429,0.082897164,0.03524781
0.5068471,0.04233226,0.052437138,0.043100294,0.009126476,0.043549106,0.036924977,0.04690829,0.038044147,0.038516168,0.03458916,0.05273181,0.049945462,0.004947765
0.03608967,0.06446625,0.07756579,0.06624958,0.11240108,0.06801085,0.057737987,0.07172763,0.059421744,0.060198613,0.059151642,0.080554724,0.077345274,0.109079204
0.02214749,0.05949361,0.070732854,0.0609648,0.13490929,0.062727205,0.05382459,0.06597498,0.05514911,0.055737503,0.055746987,0.07357472,0.0708117,0.15820518
0.13773333,0.06779648,0.08380347,0.06992866,0.050499782,0.071347885,0.059429817,0.07589827,0.061574224,0.06268287,0.058740497,0.08632355,0.08236481,0.03187639
0.0018760912,0.026491478,0.029810099,0.026797885,0.17663847,0.027866926,0.02528328,0.029033566,0.025207816,0.025233058,0.027510876,0.03131025,0.030437639,0.5165026
0.1798415,0.065832436,0.081637494,0.06785804,0.040068973,0.069141485,0.05755671,0.07369396,0.05963879,0.06072009,0.05639935,0.08384432,0.07990373,0.023863172
0.7143579,0.02516465,0.030953512,0.025303993,0.0029884998,0.025335915,0.022041604,0.027597716,0.022507165,0.022691986,0.020033544,0.030525818,0.028814223,0.0016834361
0.6549792,0.030171009,0.03718758,0.030463181,0.0042956816,0.030604271,0.026382735,0.033195563,0.02703327,0.02727809,0.024215981,0.036923643,0.034886014,0.0023837502
0.09030257,0.06880651,0.08447193,0.07096012,0.068719685,0.07253517,0.060632277,0.07694589,0.06275587,0.06382081,0.06066947,0.08730399,0.08345916,0.048616447
0.33664027,0.055491574,0.06896626,0.056917466,0.019344201,0.057784405,0.04837967,0.061889827,0.05003651,0.050848268,0.04631358,0.070166275,0.06664868,0.010573119
0.70139176,0.026264064,0.032319974,0.026434625,0.003249335,0.026489109,0.022994792,0.02882452,0.02350046,0.023696367,0.020947123,0.031923868,0.03014004,0.0018239855
0.05620968,0.0675215,0.08209515,0.069534,0.09100991,0.071219586,0.05994372,0.07532479,0.061899543,0.06282899,0.060727075,0.08506396,0.08149743,0.075124614
0.022382503,0.059616,0.070897356,0.06109401,0.13444807,0.06285661,0.053922866,0.066115096,0.055255286,0.055847514,0.055835016,0.07374231,0.070969366,0.15701793
0.36339223,0.053510178,0.06649951,0.054830506,0.017235082,0.055615462,0.046637516,0.059630074,0.04821061,0.048964962,0.044476703,0.06751576,0.06410624,0.009375066
0.010976131,0.05034017,0.058832567,0.05137162,0.16106296,0.053044476,0.04627649,0.05559704,0.047053505,0.047417756,0.048662778,0.06136062,0.059255466,0.24874853
0.002448114,0.029653404,0.033541013,0.030029483,0.17864016,0.031200279,0.028153468,0.0325298,0.028147407,0.028205447,0.030482102,0.035188347,0.034179643,0.47760138
0.06306644,0.06803395,0.08292152,0.070094295,0.08546506,0.071764536,0.060289845,0.07595171,0.062296346,0.06326745,0.060910337,0.08588645,0.08224098,0.06781106
0.1636613,0.066657305,0.08256574,0.06872882,0.04363419,0.07007359,0.058338605,0.07462544,0.060449198,0.06154829,0.05735765,0.084912844,0.08095459,0.026492372
0.11202657,0.06858247,0.0845205,0.07074588,0.059191965,0.07224093,0.06025373,0.07674826,0.062406138,0.063502334,0.059913665,0.08720295,0.08328202,0.039382547
0.058245596,0.06768784,0.08235484,0.069717064,0.08926832,0.07140716,0.060070056,0.07553348,0.062038835,0.06298599,0.060816586,0.085340105,0.08174914,0.072784945
0.16595335,0.066550106,0.08246043,0.06861639,0.043122157,0.0699403,0.05822242,0.07450428,0.060330328,0.061423954,0.05720021,0.08476355,0.080809765,0.026102688
0.008038334,0.045905758,0.05326006,0.04676173,0.16922066,0.04835335,0.04249363,0.050613794,0.043055017,0.043334227,0.04496493,0.055609096,0.053774554,0.29461488
0.018020254,0.05699054,0.06741079,0.05833014,0.1435399,0.06008354,0.051806334,0.06312396,0.052964836,0.05348499,0.053910024,0.070182376,0.067616396,0.18253596
0.010701933,0.049984273,0.058381937,0.05100056,0.16180922,0.052667342,0.045975145,0.05519596,0.04673349,0.0470904,0.048369806,0.060895022,0.058812432,0.25238252
0.61386186,0.033595465,0.041467708,0.0340071,0.0053860247,0.034230303,0.029351935,0.03704086,0.03013196,0.030430375,0.02710706,0.041340943,0.03908541,0.002963006
0.16717376,0.06648392,0.082370974,0.06854562,0.042815704,0.06987961,0.058175936,0.0744305,0.060280114,0.061376695,0.05715798,0.08469168,0.08073605,0.025881534
