gamma,MSE
0.22436527239553544,0.038263425
0.09857357973305723,0.038263425
0.6136995811694843,0.038263425
0.7163342377880032,0.03695733
0.34270583992866316,0.038263425
0.2887413062959588,0.038263425
0.36746755427293765,0.038263425
0.25396832225511257,0.038263425
0.7870912038058702,0.036670253
0.12678719512446726,0.038263425
0.30317055543113697,0.038263425
0.2856474965367471,0.038263425
0.9224566147677236,0.036337778
0.362008860780223,0.038263425
0.35935726900663917,0.038263425
0.4307479468481303,0.038263425
0.7648243056379406,0.037203677
0.27803120864789427,0.038263425
0.4841976055557074,0.038263425
0.7849967057794366,0.037191458
0.5104628168328655,0.038263425
0.8286105239836208,0.03663662
0.608071492626646,0.038263425
0.4277202337353167,0.038263425
0.45064377986275383,0.038263425
0.5770549915927237,0.038263425
0.18880821094029537,0.038263425
0.9990086233248843,0.03632715
0.41023317073895216,0.038263425
0.5668074657424726,0.038263425
0.37250555855852874,0.038263425
0.6096137181629353,0.038263425
0.386137393306703,0.038263425
0.9908415646324987,0.036320854
0.7809872329209862,0.036592104
0.8405355086610989,0.03653786
0.7980997972668029,0.036519893
0.9690785296523442,0.0364023
0.8783344534410612,0.036796916
0.1371228830772767,0.038263425
0.3264332190565016,0.038263425
0.4903833796443165,0.038263425
0.7727259860692692,0.037189636
0.168163670266559,0.038263425
0.7237601296596788,0.03745696
0.04965960294747902,0.038263425
0.5483269606219465,0.038263425
0.0026225470073081908,0.038263425
0.36273226987353285,0.038263425
0.24361344400847768,0.038263425
0.9976145551283276,0.03637546
0.4916197220999888,0.038263425
0.8677771409651365,0.036693122
0.0426592481329622,0.038263425
0.25349381860239645,0.038263425
0.7262540524101212,0.03701298
0.011934050241214977,0.038263425
0.1030126846705918,0.038263425
0.6347488294758068,0.03827372
0.23687449599860588,0.038263425
0.6093280458801963,0.038263425
0.6686543097707449,0.038269643
0.6297998288759303,0.038263425
0.6255829124387439,0.038259286
0.7934225743789902,0.037233036
0.918773925103609,0.036220804
0.38832559888638735,0.038263425
0.8619151958977144,0.03668405
0.5251954189645693,0.038263425
0.971253489572564,0.0364282
0.9079673228055438,0.03649559
0.8191794801903337,0.036659665
0.8494552917978659,0.036602017
0.0035913063411000877,0.038263425
0.7328006340230615,0.03695863
0.9112024033603425,0.036457088
0.4510230627036179,0.038263425
0.8877443062172413,0.036692236
0.35895685439216996,0.038263425
0.2884657622037913,0.038263425
0.5311749305197163,0.038263425
0.37347985993168853,0.038263425
0.43740979704375976,0.038263425
0.2525318760912423,0.038263425
0.35707954579499107,0.038263425
0.2189384107032412,0.038263425
0.15178410285498678,0.038263425
0.4003721084797885,0.038263425
0.9435320661726022,0.036423147
0.83369861452594,0.03664674
0.768378125350364,0.037216812
0.15692884883503036,0.038263425
0.3668823898509966,0.038263425
0.31034933455320446,0.038263425
0.03105642528508638,0.038263425
0.2499615236401762,0.038263425
0.38125784968233856,0.038263425
0.7477043625942906,0.03721923
0.5301719764043592,0.038263425
0.2550901730881564,0.038263425
