Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
0.320948,0.33238533,0.12174773,0.1271514,-0.33247423,-0.12610847,-0.33023843,0.3380091,-0.33277163,0.12138853,0.3349034,-0.3381193,0.12558508,0.32401434
-0.44925368,-0.45052114,-0.2353714,-0.24815942,0.45936903,0.24541102,0.46006918,-0.45705587,0.45911548,-0.2354809,-0.45954803,0.45965087,-0.24499498,-0.45253113
0.2186733,0.22809073,-0.27925315,-0.27802637,-0.23246984,0.277979,-0.22738025,0.23534586,-0.22949493,-0.2872895,0.23179798,-0.23473287,-0.27770045,0.22116242
-0.16671297,-0.16050112,0.65129346,0.64979815,0.18074377,-0.64983386,0.17535886,-0.17041256,0.17250507,0.6626212,-0.17301306,0.17165127,0.6487738,-0.16828983
0.11296061,0.120078236,-0.6270162,-0.6288456,-0.12998055,0.628129,-0.121291436,0.12958844,-0.12290796,-0.6379602,0.12539496,-0.12808894,-0.62741244,0.11489262
-0.00128824,0.005294,-0.27091888,-0.27410278,-0.005379455,0.27325118,-0.0009848071,0.008323365,-0.002997545,-0.27680427,0.0045171767,-0.006782669,-0.27298102,-0.00065429864
0.421259,0.4341818,0.43153968,0.43878558,-0.43256328,-0.43719718,-0.43176958,0.43962002,-0.43470347,0.43615508,0.43658498,-0.44011313,0.43600732,0.4249649
0.15148446,0.1604867,-0.11719839,-0.11670456,-0.16099718,0.116612315,-0.15743434,0.16512918,-0.1597233,-0.121302314,0.1615958,-0.16434538,-0.116659164,0.15332751
0.14720412,0.15635093,0.08039736,0.08138947,-0.15399735,-0.08131029,-0.15201224,0.15944073,-0.15453485,0.08070923,0.15606594,-0.15873778,0.08078002,0.1488465
-0.056605965,-0.04927294,0.60200745,0.60149723,0.066221826,-0.60142434,0.06171882,-0.05625571,0.058802593,0.6126659,-0.05888147,0.05720073,0.6003306,-0.05730694
0.010639562,0.019236129,0.7166449,0.71736616,7.139519e-6,-0.71705246,-0.0062178476,0.011565646,-0.009375558,0.7267612,0.009283908,-0.011081382,0.71603876,0.010308281
-0.0887213,-0.08319465,-0.21856411,-0.22314681,0.08633987,0.22211038,0.08962376,-0.08293121,0.08771623,-0.22229822,-0.08655808,0.08464958,-0.22182901,-0.088922255
0.09755905,0.10599435,-0.07088337,-0.07133122,-0.10457686,0.07109782,-0.101640984,0.10910047,-0.103944935,-0.07336468,0.10557134,-0.10814202,-0.07121866,0.09890714
-0.3005463,-0.29412866,0.7406153,0.7387557,0.31874093,-0.73866296,0.31268033,-0.3075913,0.3097119,0.75181544,-0.3105606,0.3090882,0.73769206,-0.30268553
0.05758115,0.066684425,0.74448264,0.74558634,-0.047781732,-0.74522966,-0.054290228,0.0596893,-0.057552576,0.75408846,0.057486128,-0.059360582,0.7442185,0.057572667
0.43974873,0.44972473,-0.4879175,-0.48343697,-0.45991272,0.4838168,-0.4538065,0.46094292,-0.45538858,-0.5002336,0.4583616,-0.46126008,-0.48311743,0.44349954
-0.45100194,-0.4504394,0.39755467,0.38790464,0.46657136,-0.38957822,0.46388507,-0.46050915,0.462059,0.40944824,-0.46322557,0.46297142,0.38854143,-0.45426482
-0.20215298,-0.19779916,0.30688235,0.30189958,0.21094178,-0.30277494,0.20926398,-0.20410141,0.20697276,0.31544504,-0.2071131,0.20588943,0.3019374,-0.20376305
-0.30024156,-0.29864913,-0.20440668,-0.21365641,0.3056137,0.21167567,0.3074618,-0.30266133,0.30598214,-0.20573737,-0.30582863,0.30502534,-0.21143019,-0.30235675
0.044370465,0.052298117,0.16852851,0.16776559,-0.04614695,-0.16795431,-0.04547888,0.05233956,-0.04799881,0.17196915,0.049038067,-0.051324725,0.16730945,0.045023832
-0.08648284,-0.08071174,0.035200164,0.0311707,0.08747263,-0.032028086,0.088664725,-0.082333826,0.0864565,0.037002582,-0.0857316,0.08392984,0.031692334,-0.08688533
-0.5977104,-0.60180664,-0.11844889,-0.13684697,0.61186045,0.13273703,0.6110253,-0.60988617,0.6104055,-0.11428294,-0.6116515,0.61261547,-0.13278072,-0.6018712
-0.016651116,-0.010455508,-0.31084913,-0.31449634,0.009755449,0.31351924,0.014535504,-0.007212204,0.012564492,-0.3174419,-0.011083515,0.008879854,-0.3132182,-0.016124468
0.40877452,0.42155907,0.37108052,0.3784515,-0.42016214,-0.3768435,-0.41915944,0.42696702,-0.42197776,0.3749084,0.4239804,-0.42745328,0.37580848,0.41240996
-0.4927287,-0.49300775,0.35550383,0.3441959,0.50848573,-0.3462252,0.5060248,-0.5030252,0.5043939,0.3672897,-0.50565016,0.5055906,0.3452494,-0.49619055
