Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32
0.05844066,0.039928798,0.040174607,0.04057404,0.04072238,0.041060664,0.041823216,0.042130418,0.042196658,0.042187456,0.042908154,0.043073982,0.042649183,0.043332305,0.04291186,0.043364763,0.04419141,0.043500848,0.043640856,0.04382834,0.044185665,0.044139184,0.04401355,0.045056827,0.04453264,0.04383618,0.044865202,0.044473663,0.044226073,0.04459119,0.04434437,0.044294994
0.05843923,0.039841887,0.040071663,0.040445037,0.04065212,0.040936526,0.041694786,0.041975517,0.04208982,0.042125273,0.042895842,0.042911913,0.042464316,0.043188963,0.042765908,0.04330086,0.044130847,0.04343341,0.043560028,0.04372092,0.044018477,0.04403188,0.04384161,0.044930283,0.044366404,0.043709397,0.044706278,0.04427249,0.044092096,0.044474013,0.04420327,0.04411898
0.058428366,0.039894156,0.040074874,0.040472686,0.0406519,0.040889315,0.04168848,0.041952312,0.042043775,0.042138934,0.042793825,0.04285114,0.042317905,0.04310684,0.042650625,0.043272458,0.044082638,0.043365296,0.043422617,0.043685034,0.04399112,0.043999936,0.043776903,0.044912793,0.04432408,0.04368814,0.04458576,0.044172164,0.044032995,0.044339713,0.044179104,0.044099633
0.058427375,0.039781388,0.0400537,0.040393773,0.040629234,0.040842075,0.04166904,0.041889694,0.04197437,0.042071495,0.042663977,0.042770844,0.04222977,0.043014836,0.042525753,0.04318966,0.04385074,0.043224607,0.043277856,0.043603763,0.04391894,0.043816738,0.04363268,0.044786394,0.044217788,0.043563988,0.0443803,0.044029217,0.043897543,0.04417442,0.04408944,0.044017844
0.05842067,0.039656878,0.039948992,0.04026992,0.040575296,0.040772703,0.04155152,0.041827243,0.041914456,0.042001296,0.042565547,0.042663783,0.04214433,0.042922862,0.042486988,0.043110613,0.043679472,0.043164052,0.043193053,0.043522604,0.043735214,0.04375124,0.04356825,0.044661883,0.044118118,0.043487106,0.044278376,0.043993656,0.043814886,0.04407352,0.04403287,0.043963403
0.05842201,0.039635576,0.03991787,0.040229462,0.040572733,0.040721543,0.041515958,0.041814126,0.041875813,0.04197852,0.04252022,0.04260123,0.042068187,0.042878363,0.04241299,0.043074522,0.04360959,0.043114632,0.04310947,0.043444507,0.043696295,0.043697257,0.043530617,0.044632975,0.044062342,0.043404076,0.044205647,0.043960992,0.043766923,0.044038884,0.043980718,0.04390571
0.05842474,0.03960477,0.039846808,0.040172208,0.04053397,0.040659424,0.041466027,0.041793242,0.041835785,0.041929115,0.04243726,0.04254823,0.041991714,0.042831905,0.04234319,0.043021906,0.043570608,0.04308152,0.043060098,0.043369185,0.0436498,0.043651763,0.043498155,0.044542547,0.043995883,0.043369535,0.044128004,0.043910377,0.043722216,0.04399996,0.043931913,0.043857418
0.05843369,0.039531235,0.03975265,0.040092345,0.040444024,0.04056435,0.041354217,0.041719258,0.04177519,0.041859426,0.042303644,0.042419326,0.04191891,0.042683177,0.0422241,0.04291768,0.04342175,0.0430052,0.04294607,0.04330331,0.04349247,0.04352255,0.043365154,0.04437608,0.0438862,0.043267474,0.04402961,0.043785926,0.043653287,0.043896172,0.043848723,0.043779366
0.05843266,0.039556954,0.0397755,0.04011634,0.040477023,0.04058955,0.04137413,0.041754063,0.041804858,0.04187672,0.042285286,0.042427074,0.041923612,0.042694665,0.04217678,0.042927884,0.043427393,0.043007717,0.0429451,0.043303657,0.043517523,0.043535642,0.043377012,0.04436491,0.04389038,0.043285575,0.044040877,0.043813262,0.043653026,0.043902583,0.04383371,0.04377853
0.058430072,0.039549246,0.039774347,0.040111206,0.0404615,0.040592007,0.04139286,0.04175685,0.041805528,0.041892216,0.042281587,0.042425953,0.041939482,0.04272735,0.042196356,0.04293648,0.043459233,0.04300495,0.042964812,0.04329984,0.043514017,0.043526728,0.043397564,0.04437986,0.043895483,0.043268126,0.044034425,0.043790307,0.043659516,0.043889314,0.043837424,0.043785013
0.058429543,0.039557416,0.039780576,0.04010041,0.040468927,0.04058,0.041415334,0.041763943,0.041825786,0.04189743,0.042299505,0.042426314,0.041954227,0.0427314,0.04219354,0.042948786,0.04347806,0.04302875,0.042961974,0.043317486,0.043531906,0.043519527,0.043417603,0.044388626,0.0439135,0.043291707,0.044041265,0.043810796,0.043674566,0.043900654,0.043827835,0.04379917
0.05843145,0.039590396,0.0398038,0.0401341,0.040475942,0.04060105,0.04142056,0.04173292,0.041813962,0.041895952,0.04223766,0.042412415,0.04195428,0.04272668,0.04218693,0.04294803,0.043409448,0.042965088,0.042906485,0.043307006,0.04351105,0.043523517,0.043404207,0.044392973,0.04385017,0.04328804,0.044042435,0.04369632,0.043597903,0.043825366,0.043791883,0.043720078
0.05843489,0.039532702,0.03973099,0.04008,0.040443238,0.040571492,0.041370884,0.041733038,0.041788854,0.0418579,0.042227354,0.042370945,0.04193782,0.042716607,0.04216832,0.042906575,0.04338203,0.042923085,0.04289247,0.043287717,0.043467414,0.043498874,0.043384343,0.0443698,0.043799926,0.043228835,0.044004228,0.043671854,0.04357372,0.04379846,0.04373236,0.04370436
0.058438603,0.039568692,0.039762925,0.040115718,0.040465675,0.040579915,0.041360594,0.041713186,0.041777678,0.041872796,0.042181537,0.042380027,0.04190825,0.04268637,0.04214812,0.04292008,0.04332367,0.042871922,0.042878516,0.04323249,0.043482464,0.043437615,0.043313198,0.04431397,0.043798827,0.043149017,0.04393288,0.043675404,0.043529447,0.043722548,0.04366755,0.04364158
0.058444787,0.039504714,0.03967632,0.040016286,0.040397573,0.04048842,0.04124417,0.04163692,0.041744236,0.04182722,0.04208281,0.042251665,0.041831158,0.042540837,0.04205965,0.04284017,0.04320488,0.04282419,0.042775493,0.043155443,0.043394435,0.043331556,0.043200895,0.04418823,0.0437378,0.043058287,0.043878425,0.043598946,0.04346028,0.043654535,0.043599207,0.043584425
0.058442548,0.039528705,0.03969492,0.040040657,0.04040084,0.04052178,0.041264057,0.041669875,0.041751835,0.041841947,0.042103026,0.04225308,0.04184977,0.04256678,0.04205061,0.042840883,0.043224357,0.04284201,0.042794358,0.043183297,0.043423552,0.043357607,0.043236982,0.044196133,0.04371913,0.043065358,0.043878317,0.043609668,0.043474272,0.043669194,0.04360469,0.04359122
0.058428995,0.039474156,0.039678708,0.040038455,0.040373273,0.04051889,0.041258767,0.04168351,0.04174251,0.04182555,0.042100944,0.042247463,0.04186724,0.042573184,0.042056214,0.042845212,0.043248255,0.04284863,0.04278497,0.04317725,0.043417353,0.043372072,0.043247007,0.044191256,0.043714244,0.043075353,0.04386915,0.043616872,0.04345804,0.043674108,0.04361668,0.043586887
0.05841766,0.039505694,0.039690662,0.040062632,0.04037703,0.04050115,0.04124527,0.041622683,0.0416894,0.04181426,0.042070374,0.042204414,0.041842032,0.04256206,0.04205205,0.04282732,0.04325941,0.042840444,0.042776726,0.04311695,0.043395806,0.043364305,0.04324299,0.044143144,0.043637354,0.04308267,0.043829963,0.04351626,0.04339612,0.043607693,0.043544985,0.043562826
0.058421906,0.039468426,0.039688803,0.04004955,0.04037147,0.04049878,0.041216526,0.041577186,0.041641228,0.041770823,0.042048406,0.042120457,0.041808654,0.04247981,0.041990425,0.042804338,0.043218523,0.042780243,0.042699974,0.0430713,0.04337804,0.043270994,0.043158937,0.044093505,0.043581158,0.04303259,0.043766044,0.043419026,0.04333861,0.0435408,0.043485414,0.043495417
0.05842833,0.03941397,0.039640065,0.040017847,0.040343583,0.040476743,0.041191414,0.041545067,0.041625254,0.041733496,0.04203752,0.042092808,0.041803066,0.042454384,0.041973993,0.04276934,0.043194786,0.04274579,0.042654082,0.043031156,0.043326713,0.04324559,0.04313521,0.04405968,0.043550808,0.0429813,0.04374774,0.043388154,0.043317724,0.04351287,0.043460105,0.043455325
0.05842695,0.039436046,0.03966959,0.040057592,0.040384207,0.04048199,0.041191358,0.041549087,0.04160581,0.041728,0.042012516,0.042107604,0.041801438,0.042427372,0.041966412,0.04277026,0.043170758,0.04271058,0.042671558,0.043023936,0.04331471,0.043206878,0.04307337,0.04403203,0.043549627,0.042918626,0.043701235,0.043369927,0.043289598,0.043468934,0.043412846,0.043422937
0.05843005,0.039425574,0.03968817,0.040066227,0.040390436,0.040473312,0.04118244,0.041509762,0.041581854,0.041695453,0.04198511,0.042038128,0.041765608,0.042347107,0.041972164,0.04273554,0.043147076,0.0426875,0.042652924,0.043004617,0.043284513,0.043184895,0.043023426,0.043982238,0.04351436,0.042871624,0.043669604,0.04334902,0.043266717,0.043441515,0.043388903,0.04338778
0.05841689,0.039446387,0.03968625,0.040068746,0.0404047,0.04047409,0.04119045,0.041503437,0.041573867,0.041679744,0.04199046,0.042037554,0.04173331,0.04234209,0.041975323,0.04274021,0.043147083,0.042691182,0.04263935,0.043003995,0.043289263,0.04319234,0.043026183,0.043978103,0.043506358,0.04287635,0.043654066,0.04333387,0.04327303,0.04343823,0.043366935,0.04339404
0.05842306,0.039431218,0.039662722,0.040044185,0.040400654,0.04044796,0.04117708,0.0414619,0.041542575,0.04164023,0.04197682,0.041980013,0.041694593,0.04228531,0.041943286,0.04269376,0.043130774,0.042657122,0.04262167,0.04296062,0.043264996,0.043100223,0.042974673,0.04393717,0.043467607,0.04284373,0.043627772,0.04327587,0.043220848,0.04341214,0.04334365,0.04332531
0.05843078,0.039414957,0.039648402,0.040022075,0.040390883,0.0404178,0.041136626,0.04140603,0.0415056,0.041604396,0.04194942,0.04192491,0.041668,0.04221078,0.041883856,0.042668942,0.043096557,0.042624738,0.042580094,0.042914208,0.04321331,0.043053053,0.042924084,0.043910917,0.04343308,0.04278677,0.043572906,0.04321407,0.043207105,0.043358605,0.04329583,0.043264113
0.05840427,0.039361086,0.039581716,0.039956838,0.040316056,0.040377896,0.04107541,0.04138391,0.04148567,0.04157433,0.04192245,0.041881137,0.04165409,0.042168543,0.04185624,0.04262659,0.043012712,0.04260759,0.04252959,0.042880323,0.043182727,0.04304378,0.042906683,0.043866508,0.04341223,0.042736843,0.043556716,0.043192163,0.043176714,0.043325745,0.043257512,0.0432194
0.058390632,0.03932957,0.039572675,0.03993608,0.040295076,0.040366694,0.041082915,0.041392945,0.041494474,0.041577674,0.04194209,0.0418767,0.041665226,0.04218449,0.041850712,0.04263347,0.043013807,0.042595416,0.042541523,0.0428819,0.04317168,0.043033697,0.042918585,0.043864172,0.043410268,0.042742163,0.043555472,0.043195635,0.043170635,0.043346133,0.04325647,0.04322839
0.058397334,0.03929704,0.03953707,0.039904904,0.040272497,0.040349245,0.041063167,0.041379526,0.041473486,0.04156488,0.041931335,0.04186263,0.041657377,0.042169742,0.04184299,0.042627916,0.042989396,0.042571843,0.042528186,0.042865332,0.043128885,0.04302196,0.042906024,0.04384249,0.043385644,0.042711485,0.043522343,0.043192737,0.043168955,0.04334045,0.043233518,0.04320935
0.05840348,0.039297912,0.039548744,0.039896388,0.04028521,0.04032987,0.041067865,0.041359186,0.041464895,0.041537702,0.04190309,0.041821998,0.041616753,0.04211539,0.041798946,0.042610765,0.04298202,0.042522546,0.04247541,0.042842966,0.043119684,0.04297064,0.042849842,0.043802157,0.04335109,0.042698327,0.043492008,0.043118197,0.043138254,0.04329595,0.043181874,0.04316595
0.05839212,0.039268784,0.039513666,0.039868075,0.04025518,0.040308233,0.04105089,0.04134911,0.041451678,0.04152023,0.041886117,0.041818,0.041621827,0.04211652,0.04179309,0.042603232,0.04298379,0.042532433,0.04246416,0.042814825,0.043116614,0.042971894,0.04284673,0.043791234,0.04335652,0.04270706,0.04348767,0.04310614,0.043125503,0.04327708,0.04316487,0.04317382
0.05839994,0.039254904,0.03948223,0.03985371,0.04024413,0.04028223,0.041013397,0.04130242,0.041413255,0.041480176,0.041838985,0.04176548,0.041587353,0.04205638,0.04174865,0.042542312,0.04294303,0.042474907,0.04240331,0.04275012,0.043044128,0.042913545,0.042776216,0.043758202,0.043307327,0.04265541,0.043419313,0.043061353,0.043088418,0.0432481,0.043096013,0.043138508
0.058397487,0.039239936,0.03948644,0.039853763,0.04025663,0.04028488,0.041028336,0.041318312,0.04142221,0.041483633,0.04184954,0.041755896,0.04158846,0.042067494,0.041759465,0.04254548,0.042943813,0.042492248,0.042397708,0.04275025,0.043045424,0.04291865,0.04277095,0.04376035,0.0432952,0.042671934,0.043429356,0.0430658,0.04308499,0.04324708,0.04310712,0.04314368
0.0583939,0.03922524,0.039478492,0.039847292,0.040245123,0.040288806,0.041038886,0.04132277,0.041433413,0.04149405,0.041862532,0.041762993,0.04158996,0.042081296,0.041767407,0.042561695,0.042947035,0.04248953,0.04240258,0.04274738,0.043055113,0.042932916,0.04278055,0.043765627,0.04329339,0.04267676,0.043430828,0.043066133,0.043091524,0.04325618,0.043113723,0.043155394
0.058387697,0.039229847,0.039482277,0.03985073,0.04026026,0.04028994,0.04105208,0.04133235,0.04143646,0.04150425,0.041873004,0.041763674,0.041601498,0.04210709,0.041760866,0.042582944,0.04296158,0.04250146,0.042405657,0.042749237,0.043072604,0.042940445,0.04277296,0.043766115,0.04328899,0.042682663,0.043436058,0.043081895,0.04310744,0.043263093,0.043126047,0.043175586
0.0583789,0.039240614,0.039498266,0.03988164,0.040276323,0.040296752,0.041066844,0.041339755,0.0414476,0.04152348,0.041891675,0.04178328,0.04160537,0.042114712,0.04176675,0.04260604,0.042982787,0.042510707,0.042414047,0.042772483,0.043088637,0.042943474,0.042774778,0.04378281,0.043295715,0.042683773,0.043435473,0.04309134,0.04311081,0.043272685,0.04313657,0.043191634
0.058372363,0.03920865,0.039454248,0.03983824,0.04022813,0.040270228,0.041011546,0.041308723,0.041438047,0.041496336,0.041895658,0.041770555,0.041600753,0.0420999,0.041765813,0.042589646,0.042926744,0.042502385,0.04239746,0.042759676,0.043068822,0.04294002,0.042776767,0.043766372,0.04328827,0.042666424,0.04342008,0.04307607,0.04309541,0.043255292,0.043127134,0.043154933
